,0
2008_w35,0.7806103000000002
2008_w36,0.7690726
2008_w37,0.7212979399999999
2008_w38,0.7525273299999998
2008_w39,0.7527209799999999
2008_w40,0.7927660100000001
2008_w41,0.7438961899999998
2008_w42,0.8141662900000001
2008_w43,0.8384008700000001
2008_w44,0.8511235899999999
2008_w45,1.10975755
2008_w46,1.03114357
2008_w47,1.02284357
2008_w48,1.03017395
2008_w49,1.01244782
2008_w50,1.08359107
2008_w51,1.16577653
2008_w52,1.1912963699999999
2009_w1,1.2807470300000001
2009_w2,1.27052507
2009_w3,1.59578249
2009_w4,1.4584994299999998
2009_w5,1.49920717
2009_w6,1.6298157
2009_w7,2.15561212
2009_w8,2.0205270300000002
2009_w9,1.54566227
2009_w10,1.6422367199999999
2009_w11,1.9652378000000001
2009_w12,2.3436784200000003
2009_w13,2.8605744
2009_w14,3.34210494
2009_w15,3.20565882
2009_w16,3.10049077
2009_w17,2.9581850199999997
2009_w18,2.46380584
2009_w19,2.19272241
2009_w20,1.8739459100000002
2009_w21,1.6481690100000002
2009_w22,1.4987775900000004
2009_w23,1.29232674
2009_w24,1.2716410900000001
2009_w25,2.98158896
2009_w26,2.43702241
2009_w27,2.28130111
2009_w28,3.8157198699999997
2009_w29,4.21315232
2009_w30,3.17832237
2009_w31,2.50971624
2009_w32,2.06631768
2009_w33,1.71804602
2009_w34,1.55964672
2009_w35,1.30856287
2009_w36,1.18694598
2009_w37,1.1379623
2009_w38,1.15005228
2009_w39,1.11261894
2009_w40,1.1614188399999998
2009_w41,1.6410713899999998
2009_w42,2.4716598
2009_w43,3.71969364
2009_w44,3.94974799
2009_w45,4.08756357
2009_w46,4.018972359999999
2009_w47,4.60361641
2009_w48,5.66086706
2009_w49,6.815222179999999
2009_w50,7.618892130000001
2009_w51,7.388358589999999
2009_w52,6.339272309999999
2010_w1,4.9434949800000005
2010_w2,3.8099612000000005
2010_w3,3.4410588
2010_w4,2.66773065
2010_w5,2.47182503
2010_w6,2.34499953
2010_w7,2.7143498299999997
2010_w8,2.67667183
2010_w9,1.98283824
2010_w10,1.8274862299999999
2010_w11,1.9260562500000002
2010_w12,1.92494717
2010_w13,2.08876843
2010_w14,2.03434083
2010_w15,1.97649461
2010_w16,1.9936177499999999
2010_w17,1.85382596
2010_w18,1.8673035800000002
2010_w19,1.6998676599999998
2010_w20,1.4974082
2010_w21,1.4511187700000001
2010_w22,1.20714783
2010_w23,1.17415081
2010_w24,1.16206676
2010_w25,1.17213431
2010_w26,1.12167653
2010_w27,1.1498116299999999
2010_w28,1.1332758
2010_w29,1.08171332
2010_w30,1.19958601
2010_w31,0.95280826
2010_w32,0.9160321100000001
2010_w33,0.92658217
2010_w34,0.8696197099999999
2010_w35,0.9031331499999999
2010_w36,0.7737756899999998
2010_w37,0.7427744000000001
2010_w38,0.73093448
2010_w39,0.78688183
2010_w40,0.7630506800000002
2010_w41,0.84104321
2010_w42,0.79157279
2010_w43,0.91273176
2010_w44,1.03397647
2010_w45,0.9340091199999999
2010_w46,1.08188876
2010_w47,1.0656260100000001
2010_w48,1.13505295
2010_w49,1.2525628800000002
2010_w50,1.2456955699999999
2010_w51,1.26773796
2010_w52,1.43722946
2011_w1,1.53341247
2011_w2,1.6944544
2011_w3,1.9915024399999999
2011_w4,1.8130453299999998
2011_w5,2.0142579
2011_w6,2.55659129
2011_w7,3.38184859
2011_w8,3.4317231099999996
2011_w9,2.69151111
2011_w10,2.9106289
2011_w11,3.49231895
2011_w12,4.0036963000000005
2011_w13,4.43533676
2011_w14,4.24214816
2011_w15,4.3971861500000005
2011_w16,3.90255649
2011_w17,3.15072752
2011_w18,2.72422336
2011_w19,2.33335625
2011_w20,1.92500031
2011_w21,1.7524260400000002
2011_w22,1.57703655
2011_w23,1.35765577
2011_w24,1.31223099
2011_w25,1.14937467
2011_w26,1.11450566
2011_w27,1.1098448899999998
2011_w28,1.05240256
2011_w29,1.03536473
2011_w30,1.11776582
2011_w31,0.9829494500000001
2011_w32,0.92519444
2011_w33,0.83553111
2011_w34,0.8323926700000002
2011_w35,0.8555910099999999
2011_w36,0.70694942
2011_w37,0.6943868000000001
2011_w38,0.68797617
2011_w39,0.64474299
2011_w40,0.67532985
2011_w41,0.7282297099999999
2011_w42,0.8065262599999999
2011_w43,0.8604084399999999
2011_w44,0.93607537
2011_w45,0.9666826999999999
2011_w46,0.99600708
2011_w47,1.10846352
2011_w48,1.20344598
2011_w49,1.2377728399999999
2011_w50,1.2525864899999999
2011_w51,1.30546118
2011_w52,1.45295244
2012_w1,1.4408922100000001
2012_w2,1.46221154
2012_w3,1.65573428
2012_w4,1.46605805
2012_w5,1.51810613
2012_w6,1.6642943899999998
2012_w7,1.85273557
2012_w8,2.12412992
2012_w9,1.76708697
2012_w10,1.5434005400000002
2012_w11,1.64761538
2012_w12,1.6842972299999999
2012_w13,1.8635415
2012_w14,1.8640792499999999
2012_w15,2.0183909399999997
2012_w16,2.103851
2012_w17,2.0955493400000003
2012_w18,2.10398319
2012_w19,2.29409955
2012_w20,1.92223447
2012_w21,1.7423860100000002
2012_w22,1.6760137599999998
2012_w23,1.49637062
2012_w24,1.38201726
2012_w25,1.28926266
2012_w26,1.3580341900000001
2012_w27,1.30833023
2012_w28,1.2669188400000002
2012_w29,1.27730983
2012_w30,1.29909519
2012_w31,1.1629706
2012_w32,1.0861211000000002
2012_w33,1.0567957799999999
2012_w34,1.07871285
2012_w35,1.04661812
2012_w36,0.92815191
2012_w37,0.90193575
2012_w38,0.91535603
2012_w39,0.9525480100000001
2012_w40,0.9166614999999999
2012_w41,0.90178715
2012_w42,1.03315136
2012_w43,1.0523791
2012_w44,1.1271337399999999
2012_w45,1.18659924
2012_w46,1.21415307
2012_w47,1.25198053
2012_w48,1.20559231
2012_w49,1.31929103
2012_w50,1.32736593
2012_w51,1.36687926
2012_w52,1.50534649
2013_w1,1.61273288
2013_w2,1.75207772
2013_w3,2.3336498
2013_w4,2.22680437
2013_w5,2.9765651
2013_w6,3.62552353
2013_w7,4.55320091
2013_w8,6.0259795
2013_w9,4.9636781
2013_w10,4.690716740000001
2013_w11,4.704733
2013_w12,4.16460102
2013_w13,3.6953287699999997
2013_w14,3.2362975099999995
2013_w15,2.89421171
2013_w16,2.71741722
2013_w17,2.5229652700000003
2013_w18,2.55226802
2013_w19,2.43224685
2013_w20,2.10851076
2013_w21,1.94724795
2013_w22,1.7485870099999998
2013_w23,1.49712905
2013_w24,1.3231281
2013_w25,1.22647437
2013_w26,1.19613928
2013_w27,1.19048723
2013_w28,1.17426346
2013_w29,1.1334198
2013_w30,1.14306185
2013_w31,1.0088123500000001
2013_w32,1.02358363
2013_w33,1.00138482
2013_w34,0.9094980100000001
2013_w35,0.9500416399999999
2013_w36,0.8292986999999999
2013_w37,0.8021093199999999
2013_w38,0.80633333
2013_w39,0.7969369399999999
2013_w40,0.7791363499999999
2013_w41,0.79765297
2013_w42,0.8254854499999998
2013_w43,0.93546876
2013_w44,1.0434460099999998
2013_w45,1.0910721700000001
2013_w46,1.20107641
2013_w47,1.2617891599999997
2013_w48,1.13249236
2013_w49,1.21120821
2013_w50,1.2568159099999998
2013_w51,1.37097243
2013_w52,1.42955644
2014_w1,1.53587948
2014_w2,1.6026707
2014_w3,1.73267185
2014_w4,2.09858152
2014_w5,2.21373546
2014_w6,2.41674152
2014_w7,3.03071208
2014_w8,4.38723689
2014_w9,4.2111977199999995
2014_w10,3.4649156800000003
2014_w11,3.3169764400000004
2014_w12,3.2407030900000002
2014_w13,2.88598373
2014_w14,2.6217167900000002
2014_w15,2.34067461
2014_w16,2.1205857000000004
2014_w17,1.9109351
2014_w18,1.90230277
2014_w19,1.76619347
2014_w20,1.8579142499999999
2014_w21,1.82094138
2014_w22,1.83452548
2014_w23,1.7544618
2014_w24,1.51636073
2014_w25,1.40333666
2014_w26,1.25930151
2014_w27,1.32482374
2014_w28,1.27575916
2014_w29,1.29482849
2014_w30,1.22610002
2014_w31,1.14538227
2014_w32,1.06779717
2014_w33,1.07269175
2014_w34,1.01298017
2014_w35,0.99470494
2014_w36,0.8808616
2014_w37,0.8581727299999999
2014_w38,0.8051516200000001
2014_w39,0.81878127
2014_w40,0.7837345299999999
2014_w41,0.8487025799999999
2014_w42,0.83414573
2014_w43,0.9059805000000001
2014_w44,1.04506204
2014_w45,1.16816051
2014_w46,1.27649429
2014_w47,1.29758279
2014_w48,1.2061221100000001
2014_w49,1.3248542
2014_w50,1.4119213400000001
2014_w51,1.42546683
2014_w52,1.4390936000000003
2015_w1,1.6153199399999998
2015_w2,1.66473304
2015_w3,2.00580063
2015_w4,2.6222679700000002
2015_w5,2.60749291
2015_w6,3.41779804
2015_w7,4.46555388
2015_w8,6.1149673600000005
2015_w9,5.30979183
2015_w10,4.07898061
2015_w11,3.9376169599999997
2015_w12,4.15076235
2015_w13,3.87898765
2015_w14,3.45794174
2015_w15,3.063585990000001
2015_w16,2.82645721
2015_w17,2.3599045100000002
2015_w18,2.3347234599999998
2015_w19,2.21285773
2015_w20,2.0761904099999997
2015_w21,2.0126662399999997
2015_w22,1.94192257
2015_w23,1.74808618
2015_w24,1.50366928
2015_w25,1.43493824
2015_w26,1.4567287899999999
2015_w27,1.42836154
2015_w28,1.35296776
2015_w29,1.3309283
2015_w30,1.2842214299999999
2015_w31,1.13889203
2015_w32,1.10343203
2015_w33,0.97074812
2015_w34,0.99868092
2015_w35,0.97805727
2015_w36,0.86643137
2015_w37,0.8277568799999999
2015_w38,0.7975724599999999
2015_w39,0.81122074
2015_w40,0.82116473
2015_w41,0.81943457
2015_w42,0.84804113
2015_w43,0.8885239100000001
2015_w44,0.9628255400000001
2015_w45,1.02251765
2015_w46,1.0839201600000001
2015_w47,1.17723643
2015_w48,1.1716013399999998
2015_w49,1.25291128
2015_w50,1.32219576
2015_w51,1.40008075
2015_w52,1.3582101200000003
2016_w1,1.4710476300000002
2016_w2,1.5348841199999999
2016_w3,1.60988363
2016_w4,1.9017906500000001
2016_w5,1.73809719
2016_w6,1.8213338499999998
2016_w7,1.97057194
2016_w8,2.42079084
2016_w9,2.4136183200000003
2016_w10,1.9936022300000003
2016_w11,1.99187483
2016_w12,2.10733876
2016_w13,2.18460134
2016_w14,2.3044132
2016_w15,2.67968341
2016_w16,2.97872957
2016_w17,3.1204781500000003
2016_w18,3.3262430499999995
2016_w19,3.59353164
2016_w20,3.09646181
2016_w21,2.79047611
2016_w22,2.52619013
2016_w23,2.1205765899999998
2016_w24,2.0522649399999997
2016_w25,1.99738747
2016_w26,1.7827925300000003
2016_w27,1.6042484199999998
2016_w28,1.46642768
2016_w29,1.42494143
2016_w30,1.38544095
2016_w31,1.34148655
2016_w32,1.1440436999999999
2016_w33,1.1004368199999999
2016_w34,1.00322471
2016_w35,0.99584423
2016_w36,0.93103649
2016_w37,0.84658008
2016_w38,0.8448748100000001
2016_w39,0.83367343
2016_w40,0.79466346
2016_w41,0.83524515
2016_w42,0.85930451
2016_w43,1.00943866
2016_w44,1.06312674
2016_w45,1.1045592599999998
2016_w46,1.14911993
2016_w47,1.22178065
2016_w48,1.30842757
2016_w49,1.25697422
2016_w50,1.2949316100000001
2016_w51,1.33099653
2016_w52,1.42125623
2017_w1,1.56708539
2017_w2,1.6496135500000002
2017_w3,1.7319819699999999
2017_w4,2.04813782
2017_w5,1.9321550699999999
2017_w6,2.05656039
2017_w7,2.33514347
2017_w8,2.9730157999999998
2017_w9,3.56728048
2017_w10,3.09837808
2017_w11,3.05540569
2017_w12,3.43160611
2017_w13,3.5382547100000004
2017_w14,4.08206727
2017_w15,4.8089911700000005
2017_w16,4.709301
2017_w17,4.609527389999999
2017_w18,3.4914811400000003
2017_w19,3.34905043
2017_w20,3.2285089700000005
2017_w21,3.1635856099999997
2017_w22,2.92116226
2017_w23,2.42143537
2017_w24,1.95022902
2017_w25,1.6718712199999999
2017_w26,1.52897066
2017_w27,1.39886505
2017_w28,1.35620247
2017_w29,1.4142052999999999
2017_w30,1.3182787200000001
2017_w31,1.3077470500000001
2017_w32,1.21661928
2017_w33,1.10809581
2017_w34,1.05983027
2017_w35,0.97710538
2017_w36,1.0398285999999999
2017_w37,0.8441710200000001
2017_w38,0.84960225
2017_w39,0.8763721300000001
